hs_code,product_description,classification,parent_code,hierarchy_level,is_basic_level,chapter,product_category,source
"843210","Ploughs; for soil preparation","H6","8432",6,1,"84","Machinery & Electrical","excel_import"
"843221","Harrows; disc harrows","H6","8432",6,1,"84","Machinery & Electrical","excel_import"
"843229","Harrows; (excluding disc), scarifiers, cultivators, weeders and hoes","H6","8432",6,1,"84","Machinery & Electrical","excel_import"
"843231","Seeders, planters and transplanters; no-till direct seeders, planters and transplanters","H6","8432",6,1,"84","Machinery & Electrical","excel_import"
"843239","Seeders, planters and transplanters; other than no-till direct seeders, planters and transplanters","H6","8432",6,1,"84","Machinery & Electrical","excel_import"
"843241","Spreaders and distributors; for manure and fertilizers, for agricultural, horticultural or forestry use; manure spreaders","H6","8432",6,1,"84","Machinery & Electrical","excel_import"
"843242","Spreaders and distributors; for manure and fertilizers, for agricultural, horticultural or forestry use; fertiliser distributors","H6","8432",6,1,"84","Machinery & Electrical","excel_import"
"843280","Rollers; for lawns or sports-grounds","H6","8432",6,1,"84","Machinery & Electrical","excel_import"
"843290","Machinery; parts of machinery for soil preparation or cultivation or for rollers for lawns or sports-grounds","H6","8432",6,1,"84","Machinery & Electrical","excel_import"
"008433","Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437","H6","84",4,0,"00","General","excel_import"
"843311","Mowers; lawn, parks or sports-grounds, powered, with the cutting device rotating in a horizontal plane","H6","8433",6,1,"84","Machinery & Electrical","excel_import"
"843319","Mowers; for lawns, parks or sports-grounds, other than with the cutting device rotating in a horizontal plane","H6","8433",6,1,"84","Machinery & Electrical","excel_import"
"843320","Mowers; n.e.c. in item no. 8433.1 (including cutter bars for tractor mounting)","H6","8433",6,1,"84","Machinery & Electrical","excel_import"
"843330","Haymaking machinery","H6","8433",6,1,"84","Machinery & Electrical","excel_import"
"843340","Balers; straw or fodder balers, including pick-up balers","H6","8433",6,1,"84","Machinery & Electrical","excel_import"
"843351","Combine harvester-threshers","H6","8433",6,1,"84","Machinery & Electrical","excel_import"
"843352","Threshing machinery; other than combine harvester-threshers","H6","8433",6,1,"84","Machinery & Electrical","excel_import"
"843353","Harvesting machinery; for roots or tubers","H6","8433",6,1,"84","Machinery & Electrical","excel_import"
"843359","Harvesting machinery; n.e.c. in heading no. 8433","H6","8433",6,1,"84","Machinery & Electrical","excel_import"
"843360","Machines; for cleaning, sorting or grading eggs, fruit or other agricultural produce","H6","8433",6,1,"84","Machinery & Electrical","excel_import"
"843390","Harvesting machinery; parts, including parts of threshing machinery, straw or fodder balers and grass or hay mowers","H6","8433",6,1,"84","Machinery & Electrical","excel_import"
"008434","Milking machines and dairy machinery","H6","84",4,0,"00","General","excel_import"
"843410","Milking machines","H6","8434",6,1,"84","Machinery & Electrical","excel_import"
"843420","Dairy machinery","H6","8434",6,1,"84","Machinery & Electrical","excel_import"
"843490","Milking machines and dairy machinery; parts thereof","H6","8434",6,1,"84","Machinery & Electrical","excel_import"
"008435","Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages","H6","84",4,0,"00","General","excel_import"
"843510","Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages","H6","8435",6,1,"84","Machinery & Electrical","excel_import"
"843590","Presses, crushers and similar machinery; parts, used in the manufacture of wine, cider, fruit juices or similar beverages","H6","8435",6,1,"84","Machinery & Electrical","excel_import"
"008436","Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders","H6","84",4,0,"00","General","excel_import"
"843610","Machinery; for preparing animal feeding stuffs","H6","8436",6,1,"84","Machinery & Electrical","excel_import"
"843621","Poultry incubators and brooders","H6","8436",6,1,"84","Machinery & Electrical","excel_import"
"843629","Poultry-keeping machinery; other than incubators and brooders","H6","8436",6,1,"84","Machinery & Electrical","excel_import"
"843680","Machinery; for agricultural, horticultural or forestry use and n.e.c. in heading no. 8436","H6","8436",6,1,"84","Machinery & Electrical","excel_import"
"843691","Machinery; parts of poultry-keeping machinery or poultry incubators and brooders","H6","8436",6,1,"84","Machinery & Electrical","excel_import"
"843699","Machinery; parts of that machinery for agricultural, horticultural or forestry use n.e.c. in heading no. 8436","H6","8436",6,1,"84","Machinery & Electrical","excel_import"
"008437","Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery","H6","84",4,0,"00","General","excel_import"
"843710","Machines; for cleaning, sorting or grading seed, grain or dried leguminous vegetables","H6","8437",6,1,"84","Machinery & Electrical","excel_import"
"843780","Machinery; for use in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery","H6","8437",6,1,"84","Machinery & Electrical","excel_import"
"843790","Machines; parts of those for cleaning, sorting or grading seed, grain or dried leguminous vegetables or for milling or working cereals or dried leguminous vegetables (not farm-type machinery)","H6","8437",6,1,"84","Machinery & Electrical","excel_import"
"008438","Machinery n.e.c. in this chapter, for the industrial preparation or manufacture of food or drink; other than machinery for extraction or preparation of animal or fixed vegetable or microbial fats or oils","H6","84",4,0,"00","General","excel_import"
"843810","Machinery; industrial, for bakery and for the manufacture of macaroni, spaghetti or similar products","H6","8438",6,1,"84","Machinery & Electrical","excel_import"
"843820","Machinery; industrial, for the manufacture of confectionery, cocoa or chocolate","H6","8438",6,1,"84","Machinery & Electrical","excel_import"
"843830","Machinery; industrial, for sugar manufacture","H6","8438",6,1,"84","Machinery & Electrical","excel_import"
"843840","Machinery; industrial, brewery machinery","H6","8438",6,1,"84","Machinery & Electrical","excel_import"
"843850","Machinery; industrial, for the preparation of meat or poultry","H6","8438",6,1,"84","Machinery & Electrical","excel_import"
"843860","Machinery; industrial, for the preparation of fruits, nuts or vegetables","H6","8438",6,1,"84","Machinery & Electrical","excel_import"
"843880","Machinery; used in the industrial preparation or manufacture of food or drink, n.e.c. in heading no. 8438","H6","8438",6,1,"84","Machinery & Electrical","excel_import"
"843890","Machinery; parts of those machines used in the industrial preparation or manufacture of food or drink","H6","8438",6,1,"84","Machinery & Electrical","excel_import"
"008439","Machinery; for making pulp of fibrous cellulosic material, or for making or finishing paper or paperboard","H6","84",4,0,"00","General","excel_import"
"843910","Machinery; for making pulp of fibrous cellulosic material","H6","8439",6,1,"84","Machinery & Electrical","excel_import"
"843920","Machinery; for making paper or paperboard","H6","8439",6,1,"84","Machinery & Electrical","excel_import"
"843930","Machinery; for finishing paper or paperboard","H6","8439",6,1,"84","Machinery & Electrical","excel_import"
"843991","Machinery; parts of machinery for making pulp of fibrous cellulosic material","H6","8439",6,1,"84","Machinery & Electrical","excel_import"
"843999","Machinery; parts of machinery for making or finishing paper or paperboard","H6","8439",6,1,"84","Machinery & Electrical","excel_import"
"008440","Book-binding machinery; including book-sewing machines","H6","84",4,0,"00","General","excel_import"
"844010","Book-binding machinery; including book-sewing machines","H6","8440",6,1,"84","Machinery & Electrical","excel_import"
"844090","Book-binding machinery; including book-sewing machines, parts thereof","H6","8440",6,1,"84","Machinery & Electrical","excel_import"
"008441","Machines; for making up paper pulp, paper or paperboard, including cutting machines of all kinds","H6","84",4,0,"00","General","excel_import"
"844110","Machines; cutting, of all kinds, for making up paper pulp, paper or paperboard","H6","8441",6,1,"84","Machinery & Electrical","excel_import"
"844120","Machines; for making bags, sacks or envelopes of paper pulp, paper or paperboard","H6","8441",6,1,"84","Machinery & Electrical","excel_import"
"844130","Machines; for making cartons, boxes, cases, tubes, drums or similar containers (other than by moulding), of paper pulp, paper or paperboard","H6","8441",6,1,"84","Machinery & Electrical","excel_import"
"844140","Machines; for moulding articles, in paper pulp, paper or paperboard","H6","8441",6,1,"84","Machinery & Electrical","excel_import"
"844180","Machinery; n.e.c. in heading no. 8441, for making up paper pulp, paper or paperboard","H6","8441",6,1,"84","Machinery & Electrical","excel_import"
"844190","Machinery; parts of machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds","H6","8441",6,1,"84","Machinery & Electrical","excel_import"
"008442","Machinery, apparatus and equipment (excluding machines of headings 8456 to 8465) for preparing or making printing components; plates, cylinders and other printing components; lithographic stones prepared for printing purposes","H6","84",4,0,"00","General","excel_import"
"844230","Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components","H6","8442",6,1,"84","Machinery & Electrical","excel_import"
"844240","Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components; parts thereof","H6","8442",6,1,"84","Machinery & Electrical","excel_import"
"844250","Plates, cylinders and other printing components; lithographic stones prepared for printing purposes (for example, planed, grained or polished)","H6","8442",6,1,"84","Machinery & Electrical","excel_import"
"008443","Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof","H6","84",4,0,"00","General","excel_import"
"844311","Printing machinery; offset, reel-fed","H6","8443",6,1,"84","Machinery & Electrical","excel_import"
"844312","Printing machinery; offset, sheet-fed, office type (sheet size not exceeding 22 x 36cm in the unfolded state)","H6","8443",6,1,"84","Machinery & Electrical","excel_import"
"844313","Printing machinery; offset, n.e.c. in item no. 8443.1","H6","8443",6,1,"84","Machinery & Electrical","excel_import"
"844314","Printing machinery; letterpress, reel-fed, excluding flexographic printing","H6","8443",6,1,"84","Machinery & Electrical","excel_import"
"844315","Printing machinery; letterpress, other than reel-fed, excluding flexographic printing","H6","8443",6,1,"84","Machinery & Electrical","excel_import"
"844316","Printing machinery; flexographic","H6","8443",6,1,"84","Machinery & Electrical","excel_import"
"844317","Printing machinery; gravure","H6","8443",6,1,"84","Machinery & Electrical","excel_import"
"844319","Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42, n.e.c. in item no. 8443.1","H6","8443",6,1,"84","Machinery & Electrical","excel_import"
"844331","Printing, copying, and facsimile machines; machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network","H6","8443",6,1,"84","Machinery & Electrical","excel_import"
"844332","Printing, copying, and facsimile machines; single-function printing, copying or facsimile machines, capable of connecting to an automatic data processing machine or to a network","H6","8443",6,1,"84","Machinery & Electrical","excel_import"
"844339","Printing, copying, and facsimile machines; single-function printing, copying or facsimile machines, not capable of connecting to an automatic data processing machine or to a network","H6","8443",6,1,"84","Machinery & Electrical","excel_import"
"844391","Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; parts and accessories","H6","8443",6,1,"84","Machinery & Electrical","excel_import"
"844399","Printing machinery; parts and accessories, n.e.c. in item no. 8443.91","H6","8443",6,1,"84","Machinery & Electrical","excel_import"
"008444","Textile machinery; for extruding, drawing, texturing or cutting man-made textile materials","H6","84",4,0,"00","General","excel_import"
"844400","Textile machinery; for extruding, drawing, texturing or cutting man-made textile materials","H6","8444",6,1,"84","Machinery & Electrical","excel_import"
"008445","Textile machinery; spinning, doubling, twisting machines, textile reeling or winding machines and machines for preparing textile yarns for use on machines of heading no. 8446 and 8447","H6","84",4,0,"00","General","excel_import"
"844511","Textile machinery; carding machines for preparing textile fibres","H6","8445",6,1,"84","Machinery & Electrical","excel_import"
"844512","Textile machinery; combing machines for preparing textile fibres","H6","8445",6,1,"84","Machinery & Electrical","excel_import"
"844513","Textile machinery; drawing or roving machines for preparing textile fibres","H6","8445",6,1,"84","Machinery & Electrical","excel_import"
"844519","Textile machinery; n.e.c. in heading no. 8445, for preparing textile fibres","H6","8445",6,1,"84","Machinery & Electrical","excel_import"
"844520","Textile machinery; spinning machines","H6","8445",6,1,"84","Machinery & Electrical","excel_import"
"844530","Textile machinery; doubling or twisting machines","H6","8445",6,1,"84","Machinery & Electrical","excel_import"
"844540","Textile machinery; winding (including weft-winding) or reeling machines","H6","8445",6,1,"84","Machinery & Electrical","excel_import"
"844590","Textile machinery; involved in textile fibre or textile yarn preparation and n.e.c. in heading no. 8445","H6","8445",6,1,"84","Machinery & Electrical","excel_import"
"008446","Weaving machines (looms)","H6","84",4,0,"00","General","excel_import"
"844610","Weaving machines (looms); for weaving fabrics of a width 30cm or less","H6","8446",6,1,"84","Machinery & Electrical","excel_import"
"844621","Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttle type, power looms","H6","8446",6,1,"84","Machinery & Electrical","excel_import"
"844629","Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttle type, other than power looms","H6","8446",6,1,"84","Machinery & Electrical","excel_import"
"844630","Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttleless type","H6","8446",6,1,"84","Machinery & Electrical","excel_import"
"008447","Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting","H6","84",4,0,"00","General","excel_import"
"844711","Knitting machines; circular, with cylinder diameter not exceeding 165mm","H6","8447",6,1,"84","Machinery & Electrical","excel_import"
"844712","Knitting machines; circular, with cylinder diameter exceeding 165mm","H6","8447",6,1,"84","Machinery & Electrical","excel_import"
"844720","Knitting machines; flat, stitch-bonding machines","H6","8447",6,1,"84","Machinery & Electrical","excel_import"
"844790","Machines; for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting","H6","8447",6,1,"84","Machinery & Electrical","excel_import"
"008448","Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447","H6","84",4,0,"00","General","excel_import"
"844811","Machinery, auxiliary; dobbies and jacquards, card reducing, copying, punching or assembling machines for use therewith","H6","8448",6,1,"84","Machinery & Electrical","excel_import"
"844819","Machinery, auxiliary; for machines of heading no. 8444, 8445, 8446 or 8447, n.e.c. in item no. 8448.11","H6","8448",6,1,"84","Machinery & Electrical","excel_import"
"844820","Machines; parts and accessories of machines or auxiliary machinery of heading no. 8444","H6","8448",6,1,"84","Machinery & Electrical","excel_import"
"844831","Machines, card clothing; parts and accessories","H6","8448",6,1,"84","Machinery & Electrical","excel_import"
"844832","Machines; parts and accessories of machines or auxiliary machinery for preparing textile fibres, other than card clothing","H6","8448",6,1,"84","Machinery & Electrical","excel_import"
"844833","Machines; parts and accessories of machines or auxiliary machinery, spindles, spindle flyers, spinning rings and ring travellers","H6","8448",6,1,"84","Machinery & Electrical","excel_import"
"844839","Machines; parts and accessories of machines or auxiliary machinery of heading no. 8445, n.e.c. in item no. 8448.3","H6","8448",6,1,"84","Machinery & Electrical","excel_import"
"844842","Weaving machines (looms); parts including their auxiliary machinery, and accessories thereof, reeds for looms, healds and heald-frames","H6","8448",6,1,"84","Machinery & Electrical","excel_import"
"844849","Weaving machines (looms); parts including their auxiliary machinery, and accessories thereof n.e.c. in item no. 8448.4","H6","8448",6,1,"84","Machinery & Electrical","excel_import"
"844851","Machines; parts and accessories of machines of heading no. 8447 or auxiliary machinery, sinkers, needles and other articles used in forming stitches","H6","8448",6,1,"84","Machinery & Electrical","excel_import"
"844859","Machines; parts and accessories of machines or auxiliary machinery of heading no. 8447, other than sinkers, needles and other articles used in forming stitches","H6","8448",6,1,"84","Machinery & Electrical","excel_import"
"008449","Machinery; for manufacture or finishing felt or non-wovens in the piece or in shapes, including machinery for making felt hats, blocks for making hats","H6","84",4,0,"00","General","excel_import"
"844900","Machinery; for manufacture or finishing felt or non-wovens in the piece or in shapes, including machinery for making felt hats, blocks for making hats","H6","8449",6,1,"84","Machinery & Electrical","excel_import"
"008450","Household or laundry-type washing machines; including machines which both wash and dry","H6","84",4,0,"00","General","excel_import"
"845011","Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)","H6","8450",6,1,"84","Machinery & Electrical","excel_import"
"845012","Washing machines; household or laundry-type, with built-in centrifugal drier, (not fully-automatic), of a dry linen capacity not exceeding 10kg","H6","8450",6,1,"84","Machinery & Electrical","excel_import"
"845019","Washing machines; household or laundry-type, not fully-automatic, without built-in centrifugal drier, of a dry linen capacity not exceeding 10kg","H6","8450",6,1,"84","Machinery & Electrical","excel_import"
"845020","Washing machines; household or laundry-type, of a dry linen capacity exceeding 10kg","H6","8450",6,1,"84","Machinery & Electrical","excel_import"
"845090","Washing machines; parts for household or laundry-type","H6","8450",6,1,"84","Machinery & Electrical","excel_import"
"008451","Machinery (not of heading no. 8450) for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarn, fabrics or made up articles","H6","84",4,0,"00","General","excel_import"
"845110","Dry-cleaning machines","H6","8451",6,1,"84","Machinery & Electrical","excel_import"
"845121","Drying machines; of a dry linen capacity not exceeding 10kg","H6","8451",6,1,"84","Machinery & Electrical","excel_import"
"845129","Drying machines; of a dry linen capacity exceeding 10kg","H6","8451",6,1,"84","Machinery & Electrical","excel_import"
"845130","Ironing machines and presses (including fusing presses)","H6","8451",6,1,"84","Machinery & Electrical","excel_import"
"845140","Machines; for washing, bleaching or dyeing","H6","8451",6,1,"84","Machinery & Electrical","excel_import"
"845150","Machines; for reeling, unreeling, folding, cutting or pinking textile fabrics","H6","8451",6,1,"84","Machinery & Electrical","excel_import"
"845180","Machinery; for wringing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles; for applying paste to base fabric used in manufacture of floor coverings","H6","8451",6,1,"84","Machinery & Electrical","excel_import"
"845190","Machinery; parts, of the machinery of heading no. 8451","H6","8451",6,1,"84","Machinery & Electrical","excel_import"
"008452","Sewing machines; other than book-sewing machines of heading no. 8440; furniture, bases and covers specially designed for sewing machines; sewing machine needles","H6","84",4,0,"00","General","excel_import"
"845210","Sewing machines; of the household type","H6","8452",6,1,"84","Machinery & Electrical","excel_import"
"845221","Sewing machines; (not household type), automatic units","H6","8452",6,1,"84","Machinery & Electrical","excel_import"
"845229","Sewing machines; not household or automatic unit type","H6","8452",6,1,"84","Machinery & Electrical","excel_import"
"845230","Sewing machine needles","H6","8452",6,1,"84","Machinery & Electrical","excel_import"
"845290","Sewing machines; furniture, bases and covers for sewing machines and parts thereof, and other parts of sewing machines","H6","8452",6,1,"84","Machinery & Electrical","excel_import"
"008453","Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines","H6","84",4,0,"00","General","excel_import"
"845310","Machinery; for preparing, tanning or working hides, skins or leather, other than sewing machines","H6","8453",6,1,"84","Machinery & Electrical","excel_import"
"845320","Machinery; for making or repairing footwear, other than sewing machines","H6","8453",6,1,"84","Machinery & Electrical","excel_import"
"845380","Machinery; for making or repairing articles of hides, skins or leather, other than sewing machines","H6","8453",6,1,"84","Machinery & Electrical","excel_import"
"845390","Machinery; parts of those for preparing, tanning or working hides, skins or leather, for making or repairing footwear or other articles of hides, skin or leather, other than sewing machines","H6","8453",6,1,"84","Machinery & Electrical","excel_import"
"008454","Converters, ladles, ingot moulds and casting machines; of a kind used metallurgy or in metal foundries","H6","84",4,0,"00","General","excel_import"
"845410","Converters; of a type used in metallurgy or in metal foundries","H6","8454",6,1,"84","Machinery & Electrical","excel_import"
"845420","Ingot moulds and ladles; of a kind used in metallurgy or in metal foundries","H6","8454",6,1,"84","Machinery & Electrical","excel_import"
"845430","Casting machines; of a kind used in metallurgy or in metal foundries","H6","8454",6,1,"84","Machinery & Electrical","excel_import"
"845490","Machines; parts of converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries","H6","8454",6,1,"84","Machinery & Electrical","excel_import"
"008455","Metal-rolling mills and rolls therefor","H6","84",4,0,"00","General","excel_import"
"845510","Metal-rolling mills; tube mills","H6","8455",6,1,"84","Machinery & Electrical","excel_import"
"845521","Metal-rolling mills; hot or combination hot and cold rolling mills","H6","8455",6,1,"84","Machinery & Electrical","excel_import"
"845522","Metal-rolling mills; cold","H6","8455",6,1,"84","Machinery & Electrical","excel_import"
"845530","Metal-rolling mills; rolls thereof","H6","8455",6,1,"84","Machinery & Electrical","excel_import"
"845590","Metal-rolling mills; parts thereof","H6","8455",6,1,"84","Machinery & Electrical","excel_import"
"008456","Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines","H6","84",4,0,"00","General","excel_import"
"845611","Machine-tools; for working any material by removal of material; operated by laser","H6","8456",6,1,"84","Machinery & Electrical","excel_import"
"845612","Machine-tools; for working any material by removal of material; operated by other light or photon beam processes (not laser)","H6","8456",6,1,"84","Machinery & Electrical","excel_import"
"845620","Machine-tools; for working any material by removal of material, operated by ultrasonic processes","H6","8456",6,1,"84","Machinery & Electrical","excel_import"
"845630","Machine-tools; for working any material by removal of material, operated by electro-discharge processes","H6","8456",6,1,"84","Machinery & Electrical","excel_import"
"845640","Machine tools; for working any material by removal of material; operated by plasma arc processes;","H6","8456",6,1,"84","Machinery & Electrical","excel_import"
"845650","Machine tools; for working any material by removal of material; operated by water-jet cutting machines","H6","8456",6,1,"84","Machinery & Electrical","excel_import"
"845690","Machine tools; for working any material by removal of material; operated by other processes n.e.c. in heading 8456","H6","8456",6,1,"84","Machinery & Electrical","excel_import"
"008457","Machining centres, unit construction machines (single station) and multi-station transfer machines for working metal","H6","84",4,0,"00","General","excel_import"
"845710","Machining centres; for working metal","H6","8457",6,1,"84","Machinery & Electrical","excel_import"
"845720","Machines; unit construction machines (single station), for working metal","H6","8457",6,1,"84","Machinery & Electrical","excel_import"
"845730","Metal machines; multi-station transfer machines, for working metal","H6","8457",6,1,"84","Machinery & Electrical","excel_import"
"008458","Lathes for removing metal","H6","84",4,0,"00","General","excel_import"
"845811","Lathes; for removing metal, horizontal, numerically controlled","H6","8458",6,1,"84","Machinery & Electrical","excel_import"
"845819","Lathes; for removing metal, horizontal, other than numerically controlled","H6","8458",6,1,"84","Machinery & Electrical","excel_import"
"845891","Lathes; for removing metal, numerically controlled, other than horizontal lathes","H6","8458",6,1,"84","Machinery & Electrical","excel_import"
"845899","Lathes; for removing metal, other than horizontal or numerically controlled lathes","H6","8458",6,1,"84","Machinery & Electrical","excel_import"
"008459","Machine-tools; (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458","H6","84",4,0,"00","General","excel_import"
"845910","Machine-tools; way-type unit head machines, for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458","H6","8459",6,1,"84","Machinery & Electrical","excel_import"
"845921","Machine-tools; for drilling by removing metal, numerically controlled","H6","8459",6,1,"84","Machinery & Electrical","excel_import"
"845929","Machine-tools; for drilling by removing metal, other than numerically controlled","H6","8459",6,1,"84","Machinery & Electrical","excel_import"
"845931","Machine-tools; for boring-milling by removing metal, numerically controlled","H6","8459",6,1,"84","Machinery & Electrical","excel_import"
"845939","Machine-tools; for boring-milling by removing metal, other than numerically controlled","H6","8459",6,1,"84","Machinery & Electrical","excel_import"
"845941","Machine-tools; for boring by removing metal, numerically controlled boring machines, n.e.c. in heading 8459","H6","8459",6,1,"84","Machinery & Electrical","excel_import"
"845949","Machine-tools; for boring by removing metal, not numerically controlled boring machines, n.e.c. in heading 8459","H6","8459",6,1,"84","Machinery & Electrical","excel_import"
"845951","Machine-tools; for milling by removing metal, knee-type, numerically controlled","H6","8459",6,1,"84","Machinery & Electrical","excel_import"
"845959","Machine-tools; for milling by removing metal, knee-type, other than numerically controlled","H6","8459",6,1,"84","Machinery & Electrical","excel_import"
"845961","Machine-tools; for milling by removing metal, (not knee-type), numerically controlled","H6","8459",6,1,"84","Machinery & Electrical","excel_import"
"845969","Machine-tools; for milling by removing metal, not knee-type, other than numerically controlled","H6","8459",6,1,"84","Machinery & Electrical","excel_import"
"845970","Machine-tools; for threading or tapping by removing metal","H6","8459",6,1,"84","Machinery & Electrical","excel_import"
"008460","Machine-tools; for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal, sintered metal carbides or cermets by means of grinding stones, abrasives or polishing products","H6","84",4,0,"00","General","excel_import"
"846012","Machine-tools; flat-surface grinding machines, numerically controlled","H6","8460",6,1,"84","Machinery & Electrical","excel_import"
"846019","Machine-tools; flat-surface grinding machines, other than numerically controlled","H6","8460",6,1,"84","Machinery & Electrical","excel_import"
"846022","Machine-tools; grinding machines (excluding flat-surface), centreless, numerically controlled","H6","8460",6,1,"84","Machinery & Electrical","excel_import"
"846023","Machine-tools; cylindrical grinding machines (excluding flat-surface and centreless), numerically controlled","H6","8460",6,1,"84","Machinery & Electrical","excel_import"
"846024","Machine-tools; grinding machines (excluding flat-surface, cylindrical and centreless), numerically controlled","H6","8460",6,1,"84","Machinery & Electrical","excel_import"
"846029","Machine-tools; grinding machines (excluding flat-surface), other than numerically controlled","H6","8460",6,1,"84","Machinery & Electrical","excel_import"
"846031","Machine-tools; sharpening (tool or cutter grinding) machines, numerically controlled","H6","8460",6,1,"84","Machinery & Electrical","excel_import"
"846039","Machine-tools; sharpening (tool or cutter grinding) machines, other than numerically controlled","H6","8460",6,1,"84","Machinery & Electrical","excel_import"
"846040","Machine-tools; for honing or lapping","H6","8460",6,1,"84","Machinery & Electrical","excel_import"
"846090","Machine-tools; for deburring, grinding, polishing or otherwise finishing metal, sintered metal carbides or cermets by means of grinding stones, abrasives or polishing products, n.e.c. in heading no. 8460","H6","8460",6,1,"84","Machinery & Electrical","excel_import"
"008461","Machine-tools; for planing, shaping, slotting, broaching, gear cutting and grinding, finishing, sawing, cutting off and other tools working by removing metal, sintered metal carbides or cermets n.e.c.","H6","84",4,0,"00","General","excel_import"
"846120","Machine-tools; shaping or slotting machines, working by removing metal, sintered metal carbides or cermets","H6","8461",6,1,"84","Machinery & Electrical","excel_import"
"846130","Machine-tools; broaching machines, working by removing metal, sintered metal carbides or cermets","H6","8461",6,1,"84","Machinery & Electrical","excel_import"
"846140","Machine-tools; gear cutting, gear grinding or gear finishing machines, working by removing metal, sintered metal carbides or cermets","H6","8461",6,1,"84","Machinery & Electrical","excel_import"
"846150","Machine-tools; sawing or cutting-off machines, working by removing metal, sintered metal carbides or cermets","H6","8461",6,1,"84","Machinery & Electrical","excel_import"
"846190","Machine-tools; planing machines, and other machine-tools n.e.c. in heading no. 8461; working by removing metal, sinistered metal carbides or cerments.","H6","8461",6,1,"84","Machinery & Electrical","excel_import"
"008462","Machine-tools (including presses) for working metal by forging, hammering or die forging (excluding rolling mills); machine-tools (including presses, slitting lines and cut-to-length lines) for working metal by bending, folding, straightening, flattening,","H6","84",4,0,"00","General","excel_import"
"846211","Machine-tools; forging and die-forging machines (including presses), closed die forging machines, for working metal","H6","8462",6,1,"84","Machinery & Electrical","excel_import"
"846219","Machine-tools; hot forming machines, hot hammers, for working metal","H6","8462",6,1,"84","Machinery & Electrical","excel_import"
"846222","Machine-tools; bending, folding, straightening or flattening machines (including press brakes) for flat products, for working metal, numerically controlled","H6","8462",6,1,"84","Machinery & Electrical","excel_import"
"846223","Machine-tools; bending, folding, straightening or flattening machines (including presses), for working metal, numerically controlled press brakes","H6","8462",6,1,"84","Machinery & Electrical","excel_import"
"846224","Machine-tools; bending, folding, straightening or flattening machines (including presses), for working metal, numerically controlled panel benders","H6","8462",6,1,"84","Machinery & Electrical","excel_import"
"846225","Machine-tools; bending, folding, straightening or flattening machines (including presses), for working metal, numerically controlled roll forming machines","H6","8462",6,1,"84","Machinery & Electrical","excel_import"
"846226","Machine-tools; bending, folding, straightening or flattening machines (including presses), for working metal, numerically controlled bending, folding, straightening or fattening machines (not press brakes, panel benders or roll forming machines)","H6","8462",6,1,"84","Machinery & Electrical","excel_import"
"846229","Machine-tools; bending, folding, straightening or flattening machines (including press brakes), for working metal, numerically controlled n.e.c. in item 84.62.2","H6","8462",6,1,"84","Machinery & Electrical","excel_import"
"846232","Machine-tools; slitting lines and cut-to-length lines, for working metal","H6","8462",6,1,"84","Machinery & Electrical","excel_import"
